STD_YM	STD_YMD	HDONG_CD	HDONG_NM	Total	Total_Man	Total_Woman	60P_Total	60P_Man	60P_Woman	MAN_FLOW_POP_CNT_0004	MAN_FLOW_POP_CNT_0509	MAN_FLOW_POP_CNT_1014	MAN_FLOW_POP_CNT_1519	MAN_FLOW_POP_CNT_2024	MAN_FLOW_POP_CNT_2529	MAN_FLOW_POP_CNT_3034	MAN_FLOW_POP_CNT_3539	MAN_FLOW_POP_CNT_4044	MAN_FLOW_POP_CNT_4549	MAN_FLOW_POP_CNT_5054	MAN_FLOW_POP_CNT_5559	MAN_FLOW_POP_CNT_6064	MAN_FLOW_POP_CNT_6569	MAN_FLOW_POP_CNT_70U	WMAN_FLOW_POP_CNT_0004	WMAN_FLOW_POP_CNT_0509	WMAN_FLOW_POP_CNT_1014	WMAN_FLOW_POP_CNT_1519	WMAN_FLOW_POP_CNT_2024	WMAN_FLOW_POP_CNT_2529	WMAN_FLOW_POP_CNT_3034	WMAN_FLOW_POP_CNT_3539	WMAN_FLOW_POP_CNT_4044	WMAN_FLOW_POP_CNT_4549	WMAN_FLOW_POP_CNT_5054	WMAN_FLOW_POP_CNT_5559	WMAN_FLOW_POP_CNT_6064	WMAN_FLOW_POP_CNT_6569	WMAN_FLOW_POP_CNT_70U
201903	20190330	1114058000	장충동	80689.12	47183.98	33505.14	17565.56	12004.15	5561.41	1.4	144.4	584.57	992.15	2331.04	4268.5	4899.65	4663.35	3707.29	4233.02	4469.78	4884.68	5103.93	3395.67	3504.55	0.43	212.44	593.3	1006.26	3101.61	4099.62	3927.75	3447.7	2827.69	3047.63	2756.66	2922.64	2572.3	1442.29	1546.82
201903	20190331	1114058000	장충동	61859.48	35744.96	26114.52	13639.35	8992.35	4647	1.88	124.98	503.25	891.59	1869.31	3331.28	3527.11	3516.33	2834.55	3387.4	3207.34	3557.59	3644.02	2517.95	2830.38	1.97	188.55	505.49	940.2	2358.52	3019.8	2840.92	2702.29	2252.62	2429.77	2092.97	2134.42	1981.11	1226.77	1439.12
201903	20190301	1114059000	광희동	250571.46	129968.63	120602.83	49734.25	30857.53	18876.72	0.03	546.37	2542.52	4154.03	8424.42	12757.09	12155.38	12609.66	10899.4	12544.21	11188.31	11289.68	12094.93	8423.62	10338.98	6.11	732.34	3724.66	6551.36	12866.52	14001.91	11470.64	11522.6	11077.78	11262.02	9284.01	9226.16	7752.6	5091.68	6032.44
201903	20190302	1114059000	광희동	225443.97	120076.87	105367.1	46278.18	28985.79	17292.39	3.16	393.43	1690.63	3752	8048.36	13054.39	11634.89	11268.75	9386.54	10668.43	10284.25	10906.25	11324.83	8299.23	9361.73	2.29	442.16	2612.59	5283.44	12100.71	13462.22	10182.69	9390.88	8551.44	9349.53	8295.28	8401.48	6937.86	4733.73	5620.8
201903	20190303	1114059000	광희동	158297.04	86123.8	72173.24	32135.21	20122.15	12013.06	6	165.69	990.51	2679.94	6940.12	10288.9	8412.99	8030.73	6512.11	7280.28	7090.36	7604.02	7812.54	5771.15	6538.46	0.02	292.21	1206.19	3531.15	9544.96	9208.23	7551.51	6325.19	5505.16	5911.04	5565.11	5519.41	4818.67	3080.78	4113.61
201903	20190304	1114059000	광희동	271437.38	155919.77	115517.61	55799.33	36610.89	19188.44	0	73.62	300.32	3379.14	8601.28	12766.36	14050.9	17052.21	14818.28	17521.8	15642.38	15102.59	14564.57	10247.79	11798.53	0.01	75.22	286.29	4994.05	14385.71	14181.83	11978.69	10969.65	9717.64	10991.71	9685.33	9063.04	7902.75	4837.69	6448
201903	20190305	1114059000	광희동	283066.75	162495.77	120570.98	56869.38	37683.91	19185.47	3.69	48.27	175.89	3340.78	8078.49	13230.35	14846.6	18066.12	16579.68	18401.72	16492.31	15547.96	15331.35	10478.08	11874.48	0.15	71.18	202.19	4584.65	15171.96	14818.5	12927.81	11917.17	10451.17	11839.93	9986.69	9414.11	8052.07	4978.55	6154.85
201903	20190306	1114059000	광희동	281144.56	161093.93	120050.63	55518.6	36780.21	18738.39	1.34	65.56	215.58	3240.43	8382.61	13051.68	14728.61	18150.59	16431.3	18368.91	16478.87	15198.24	14976.38	10220.34	11583.49	0.62	78.46	221.92	4542.43	14788.74	14852.35	13097.04	12138.48	10546.02	11740.05	9951.88	9354.25	7702.81	4859.63	6175.95
201903	20190307	1114059000	광희동	295009.75	167823.81	127185.94	58866.27	38884.03	19982.24	0.29	69.97	238.23	3612.11	8835.5	13849.97	15247.56	18634.58	16776.3	18959.23	16878.76	15837.28	15760.41	10894.59	12229.03	0	80.79	242.04	4746.43	16168.83	15768.22	13861.08	12739.19	11048.78	12445.29	10359.2	9743.85	8350.02	5062.46	6569.76
201903	20190308	1114059000	광희동	303863.23	172349.16	131514.07	59300.91	39048.64	20252.27	0	97.08	342.89	3685.07	9388.53	14494.64	16027.65	19448.87	17209.72	19161.58	17224.46	16220.03	15693.17	11040.9	12314.57	0.13	103.82	385.71	5134.07	16420.26	16616.68	14395.62	13167.95	11676.48	12734.99	10624.01	10002.08	8429.36	5288.19	6534.72
201903	20190309	1114059000	광희동	263626.22	141185.82	122440.4	53771.52	33362.15	20409.37	1.35	327.99	1489.46	3721.24	9963.78	15751.35	14949.61	13925.44	11152.02	12426.66	11716.4	12398.37	13132.36	9586.17	10643.62	0.01	534.99	2152.7	5328.12	14721.88	16398.18	13316.15	11010.98	9485.73	10380.38	9398.11	9303.8	8599.9	5440.1	6369.37
201903	20190310	1114059000	광희동	173731.57	93761.12	79970.45	35239.49	22580.33	12659.16	0	244.06	1090.97	3034.07	7099.44	10675.15	9475.57	8781.1	7251.33	7851.11	7519.37	8158.62	8844.84	6465.15	7270.34	0	310.15	1372.5	3973	10727	10853.91	8234.02	7539.84	5789.89	6491.56	5962.73	6056.69	5339.21	3304.84	4015.11
201903	20190311	1114059000	광희동	278028.8	158785.08	119243.72	57023.1	37117.74	19905.36	0.04	54.87	210.88	3308.67	8134.28	12709.56	14209.49	17565.35	16188.43	18150.24	15896.84	15238.69	14798.5	10339.54	11979.7	0	79.45	207.79	4539.84	14501.87	14024.41	12645.25	11979.68	10353.16	11564.09	9976.89	9465.93	8300.78	5073.87	6530.71
201903	20190312	1114059000	광희동	264752.02	152611	112141.02	52850.28	35052.51	17797.77	1.37	44.01	185.26	2868.5	7572.34	12242.15	13999.9	17448.71	15441.97	17641.34	15299.07	14813.87	14178.23	10039.84	10834.44	0.09	69.32	214.91	3887.71	13722.1	13879.49	12589.75	11668.56	9978.5	10641.03	9128.93	8562.86	7575.33	4585.05	5637.39
201903	20190313	1114059000	광희동	266024.03	153011.92	113012.11	52217.85	34598.44	17619.41	0.73	41.68	207.74	2886.95	7783.15	12642.4	14213.5	17513.42	15701.58	17591.68	15305.64	14525.01	13946.5	9729.33	10922.61	0	74.14	237.25	3880.94	13509.89	13978.37	12555.08	11789.39	10254.85	10827.82	9506.92	8778.05	7284.3	4749.79	5585.32
201903	20190314	1114059000	광희동	277565.71	158922.13	118643.58	54910.26	36491.86	18418.4	0.03	57.02	207.17	3210.56	8149.1	13419.49	15102.26	17898.64	16046.8	17605.27	15830.27	14903.66	14800.74	10263.8	11427.32	0	82.31	240.91	4317.87	14658.78	14951.22	13319.81	12086.65	10256.79	11609.51	9697.22	9004.11	7757.97	4791.99	5868.44
201903	20190315	1114059000	광희동	284477.34	162639.77	121837.57	55377.27	36665.22	18712.05	0.96	82.08	303.32	3613.65	8704.78	13743.32	15396.49	18094.5	16258.75	17941.58	16273.83	15561.29	15306.51	10075.41	11283.3	0	89.69	337.91	4591.43	14690.17	15869.94	13195.64	12558.95	11022.5	11677.78	10091.05	9000.46	7886.43	4808.01	6017.61
201903	20190316	1114059000	광희동	243595.1	130966.63	112628.47	50509.4	32024.64	18484.76	1.15	386.72	1384.14	3404.72	8731.8	14022.47	13217.44	12443.71	10350.15	11393.97	11327.49	12278.23	12960.61	8789.42	10274.61	0.92	499.5	2077.18	4893.11	13179.79	15204.63	11531.67	10324.1	9172.52	9783.58	8586.17	8890.54	7895.54	4960.87	5628.35
201903	20190317	1114059000	광희동	176381.87	96598.75	79783.12	34617.1	22307.83	12309.27	2.45	308.09	1158.93	2826.54	7297.97	10878.59	9947.28	9062.72	7744.71	8553.34	7996.15	8514.15	8753.21	6446.45	7108.17	1.62	382.32	1340.44	3957.2	10217.75	10945.95	8537.53	7516.13	6225.93	6599.08	5820.12	5929.78	5163.28	3238.54	3907.45
201903	20190318	1114059000	광희동	273065.62	156934	116131.62	54895.55	35680.62	19214.93	0.42	43.72	239.71	3140.44	8285.06	13038.04	14351.98	17376.01	15931.84	17942.19	15814.31	15089.66	14389.31	10026.62	11264.69	0	75.41	221.01	4123.51	13693.89	13927.87	12464.42	11681.65	10595.19	11350.75	9793.96	8989.03	7804.59	5073.04	6337.3
201903	20190319	1114059000	광희동	281984.29	160926.79	121057.5	56914.71	37543.98	19370.73	3.6	61.36	197.34	3242.7	8185.23	12956.74	14452.65	18043.34	16232.54	18500.77	15827.4	15679.14	15168.09	10502.41	11873.48	0	75.22	260.88	4489.25	14565.83	15065.1	13328.64	12101.49	10646.82	11719.74	10097.62	9336.18	7901.14	5073.18	6396.41
201903	20190320	1114059000	광희동	283549.72	160971.72	122578	53270.15	35099.88	18170.27	0.42	63.54	225.89	3629.37	8524.4	13746.17	15276.91	18585.22	16556.97	18583.45	15629.54	15049.96	14244.07	9878.51	10977.3	0.01	105.92	349.77	5154.13	15740.97	16160.14	13873.58	12108.31	10107.35	11641.35	9880.78	9285.42	7722.94	4662.82	5784.51
201903	20190321	1114059000	광희동	279364.19	158468.12	120896.07	54427.82	36268.31	18159.51	3.94	56.35	254.33	3646.8	8777.43	13043.47	14513.7	17895.03	16015.98	17501.88	15645.58	14845.32	14701.89	10052.46	11513.96	2.58	96.06	256.39	4833.88	15867.49	15838.62	13485.33	12303.51	10339.62	11134.06	9566.75	9012.27	7654.89	4705.96	5798.66
201903	20190322	1114059000	광희동	293359.78	167832.26	125527.52	56186.42	37481.75	18704.67	0.21	94.58	427.64	4057.86	9091.85	14405.23	15816.7	18554.73	16752.26	18361.09	16587.27	16201.09	15495.31	10499.28	11487.16	0.76	170.86	464.48	5108.67	15213.2	15965.15	14109.48	13177.67	11214.33	11949.88	10039.42	9408.95	7880.9	4843.5	5980.27
201903	20190323	1114059000	광희동	242489.89	132111.39	110378.5	50963.99	32365.08	18598.91	5.46	342.17	1342.5	3657.96	8726.82	13769.64	13163.86	12722.5	10311.26	11665.81	11566.65	12471.68	13316.5	9254.1	9794.48	0.1	447.65	1733.38	4947.49	12416.26	14758.41	11602.84	9881.29	8366.38	9370.63	8930.39	9324.77	8096.68	5057.66	5444.57
201903	20190324	1114059000	광희동	179506.52	98171.4	81335.12	36941.08	23332.62	13608.46	10.89	259.35	1313.05	3444.09	7324.96	10781.17	9815.87	9171.49	7439.16	8376.37	8174.22	8728.16	9362.99	6544.95	7424.68	0.94	361.05	1375.07	4179.47	9670.53	10725.37	8608.48	7300.02	6291.72	6702.36	6171.59	6340.06	5629.88	3671.58	4307
201903	20190325	1114059000	광희동	274790.34	158317.59	116472.75	56118.38	36961.76	19156.62	0	51.08	250.38	3228.47	7740.94	12473.26	14431.7	17866.87	16015.82	18112.52	15770.02	15414.77	14900.35	10335.39	11726.02	0	77.89	264.17	4046.42	13319.22	14389.48	12748.64	11634.25	10411.45	11526.35	9750.76	9147.5	7875.65	4965.58	6315.39
201903	20190326	1114059000	광희동	266011.47	151154.66	114856.81	53684.7	35366.89	18317.81	3.08	51.78	296.31	3064.41	7680.3	12295.5	13813.55	16561.14	15123.1	17267.77	15083.69	14547.14	14281.94	9731.95	11353	0.21	49.71	242.43	4165.22	13597.08	14182.72	12254.9	11609.03	10433.93	11241.09	9813.25	8949.43	7519.72	4856.72	5941.37
201903	20190327	1114059000	광희동	274788.9	156992.23	117796.67	52744.48	34849.45	17895.03	0.58	52.63	216.63	3258.4	8154.03	13194.03	14745.24	18049	16129.13	18087.92	15467.31	14787.88	14095.46	9803.94	10950.05	0	90.17	293.79	4517.22	14625.69	15069.64	13214.44	11948.54	10180.85	11235.19	9694.08	9032.03	7503.73	4706.62	5684.68
201903	20190328	1114059000	광희동	278467.19	158697.37	119769.82	54669.1	36380.18	18288.92	2.04	56.78	230.61	3428.83	8463.71	13232.28	14807.81	17897.56	16031.29	17553.67	15738.26	14874.35	14751.63	10157.95	11470.6	1.32	89.2	248.94	4575.98	15263.02	15394.79	13403.04	12194.63	10298.22	11371.16	9631.73	9008.87	7706.51	4749.18	5833.23
201903	20190329	1114059000	광희동	283359.71	162130.61	121229.1	54410.69	36201.34	18209.35	0.59	87.8	356.58	3778.78	8727.92	13839.35	15338.88	18016.19	16218.49	17844.53	16141.13	15579.03	15058.29	10053.67	11089.38	0.38	124.83	393.73	4737.48	14605.95	15647.4	13458.51	12661.25	10920.12	11598.99	9864.56	9006.55	7695.26	4680.88	5833.21
201903	20190330	1114059000	광희동	243039.05	131538.22	111500.83	50735.97	32194.5	18541.47	3.28	364.43	1363.29	3531.25	8729.22	13895.34	13190.68	12583.27	10330.72	11530.1	11446.95	12375.19	13138.7	9021.58	10034.22	0.5	473.05	1905.92	4920.28	12797.93	14981.11	11566.79	10102.51	8769.36	9576.94	8757.5	9107.47	7996.06	5009.23	5536.18
201903	20190331	1114059000	광희동	177945.68	97386.75	80558.93	35779.69	22821.3	12958.39	6.62	283.69	1236.28	3135	7311.18	10829.8	9882.34	9117.21	7591.92	8465.27	8085.46	8620.68	9058.83	6496.27	7266.2	1.3	371.47	1358.02	4068.31	9944.56	10835.83	8573.45	7407.68	6258.87	6650.81	5995.42	6134.82	5396.72	3454.93	4106.74
201903	20190301	1114060500	을지로동	132184.51	71007.9	61176.61	30361.79	19641.13	10720.66	0.12	318.34	1211.93	2419.97	5007.68	7264.25	6172.43	5408.08	5098.7	6166.2	6063.21	6235.86	6791.53	5078.15	7771.45	0.13	399.7	1640.72	3400.99	7313.66	7989.08	5686.96	4894.62	4859.05	5170.66	4527.31	4573.07	4120.29	2878.31	3722.06
201903	20190302	1114060500	을지로동	119712.19	65404.94	54307.25	26323.29	16960.84	9362.45	0.57	189.99	775.34	1979.31	4849.08	7448.69	6050.31	5312.73	4519.58	5677.64	5602.72	6038.14	6370.23	4575.49	6015.12	0	211.24	1118.19	2699	7067.28	7959.51	5445.76	4331.46	3801.97	4329.68	4007.98	3972.73	3691.35	2520.52	3150.58
201903	20190303	1114060500	을지로동	78243.18	41849.67	36393.51	17792.17	10403.07	7389.1	0.13	70.31	460.68	1452.88	3796.41	5251.24	3957.95	3316.25	2717.59	3298.44	3470.87	3653.85	3696.64	2899.6	3806.83	1.65	101.45	601.18	1873.01	5094.78	4912	3399.85	2631.58	2365.75	2541.94	2580.4	2900.82	2704.6	1830.4	2854.1
201903	20190304	1114060500	을지로동	174743.41	103625.52	71117.89	35934.09	24324.27	11609.82	0	31.91	120.11	1788.02	5095.31	8294.52	9202.75	11600.19	10360.27	12306.36	10555.86	9945.95	9240.5	6699.21	8384.56	0	34.45	150.57	2724.73	8910.7	9674.97	7840.43	6842.68	5819.58	6585.74	5606.09	5318.13	4716	2963.32	3930.5
201903	20190305	1114060500	을지로동	177722.92	105463.56	72259.36	35488.52	24162.68	11325.84	1.05	19.45	112.82	1705.74	4710.91	7973.57	9737.81	12216.1	11141.63	13033.35	10625.02	10023.43	9177.4	6680.3	8304.98	0.03	31.89	161.61	2456.32	8962.14	9628.73	8428.19	7238.3	6314.73	6785.89	5621.94	5303.75	4606.66	2968.17	3751.01
201903	20190306	1114060500	을지로동	180667.82	106701.56	73966.26	36270.2	24365.08	11905.12	0.1	20.32	108.39	1741.24	5035.76	8429.78	9929.49	12005.26	11248.36	12930.43	10902.69	9984.66	9405.25	6567.27	8392.56	0	36.92	158.22	2517.78	8947.91	9904.88	8600.57	7405.5	6498.72	6927.47	5696.12	5367.05	4728.49	3122.01	4054.62
201903	20190307	1114060500	을지로동	184391.72	109126.2	75265.52	37446.7	25401.31	12045.39	0.47	32.26	131.84	1788.96	5225.98	8568.73	9904.2	12483.09	11180.67	13094.5	11039.18	10275.01	9849.34	6938.09	8613.88	1.79	36.14	160.47	2546.96	9360.98	9908.2	8632.68	7716.96	6333.63	7087.25	5860.53	5574.54	4865.82	3181.67	3997.9
201903	20190308	1114060500	을지로동	190673.84	111441.4	79232.44	38289.8	25866.51	12423.29	0	30.39	162.97	1964.99	5631.92	9123.46	10251.64	12393.93	11315.31	13114.5	11079.99	10505.79	10018.62	6930.96	8916.93	0.46	35.89	171.49	2936.43	9749.69	10970.66	9024.01	8013.74	6712.59	7340.71	6105.51	5747.97	4985.01	3262.63	4175.65
201903	20190309	1114060500	을지로동	140703.44	76943.49	63759.95	31911.91	20735.46	11176.45	1.46	160.4	638.52	1929.03	5285.47	8494.35	7615.42	6401.44	5400.02	6379.94	6627.43	7274.55	7826.49	5612.57	7296.4	0	224.4	942.97	2752	8153.66	9318.47	6637.67	5080.83	4565.89	4986.31	4924.7	4996.6	4482.42	2990.19	3703.84
201903	20190310	1114060500	을지로동	89119.11	47435.38	41683.73	20074.26	12262.64	7811.62	0.01	129.52	519.3	1512.58	4213.25	5861.93	4449.76	3598.31	3043.74	3812.56	3877.58	4154.2	4350.98	3414.21	4497.45	0	145.61	675.6	2470.64	6129.73	5812.57	4000.54	3214.61	2631.08	2882.7	2763.52	3145.51	3000.8	1954.1	2856.72
201903	20190311	1114060500	을지로동	180369.33	106521.31	73848.02	37269	25119.87	12149.13	0.02	26.34	144.11	1675.91	5018.22	8482.63	9319.15	11983.52	11139.8	12705.02	10802.94	10103.78	9410.96	6780.7	8928.21	0	33.19	129.09	2423.05	8916.99	9551.78	8375.83	7390.69	6479.8	6828.08	5879.98	5690.41	4855.43	3151.7	4142
201903	20190312	1114060500	을지로동	180017.92	106235.73	73782.19	36801.46	25014.62	11786.84	0.37	26.26	137.09	1651.97	4977.72	8214.45	9406.57	12147.74	10914.38	12834.61	10913.64	9996.31	9729.19	6681.6	8603.83	0.49	31.71	144.1	2415.38	8794.84	9909.76	8335.83	7539.69	6609.97	6801.4	5884.98	5527.2	4755.04	3077.21	3954.59
201903	20190313	1114060500	을지로동	185305.34	108340.27	76965.07	37156.94	25090.66	12066.28	0.29	39.7	133.25	1577.28	5038.53	8486.97	9992.93	12561.86	11195.37	13150.68	10887.18	10185.57	9483.73	6701.57	8905.36	0	42.59	201.24	2488.4	9432.46	10455.71	8970.62	7874.85	6557.67	7216.48	6047.11	5611.66	4769.21	3125.77	4171.3
201903	20190314	1114060500	을지로동	185689.14	108985.16	76703.98	37821.03	25500.05	12320.98	0.3	28.61	125.77	1761.02	5728.65	8808.41	9895.12	12119.98	11079.81	12792.6	10884.23	10260.61	9659.62	7033.94	8806.49	0	38.44	130.31	2746.89	9560.18	10345.99	8590.22	7531.69	6628.29	7084.77	6006.95	5719.27	4911.62	3273.41	4135.95
201903	20190315	1114060500	을지로동	186149.32	109445.6	76703.72	37006.47	25045.84	11960.63	0.15	30.15	160.29	1981.9	5499.08	9081.93	10124.35	12338.83	11104.82	12933.13	11003.88	10141.25	9810.17	6610.26	8625.41	1.4	27.95	189.41	2717.36	9272.79	10470.31	8863.99	7561.73	6698.06	7161.17	6215.9	5563.02	4891.92	3112.64	3956.07
201903	20190316	1114060500	을지로동	140995.95	77184.42	63811.53	31759.96	20324.9	11435.06	0.37	179.51	675.63	1945.9	5664.72	8671.34	7445.52	6286.57	5398.04	6453.69	6611.74	7526.49	7694.14	5579.25	7051.51	0.08	211.05	847.92	2658.24	8217.43	9441	6720.24	5147.12	4455.56	4946.76	4807.64	4923.43	4635.23	3092.01	3707.82
201903	20190317	1114060500	을지로동	89810.87	48811.1	40999.77	19801.9	12152.36	7649.54	0.56	129.12	547.32	1473.31	4059.67	5837.14	4681.87	3924.74	3299.2	4145.89	4157.99	4401.93	4581.65	3230.45	4340.26	0.28	148.73	637.85	1995.12	5567.88	5632.79	4181.25	3177.83	2718.04	3160.38	2988.88	3141.2	2884.45	2024.19	2740.9
201903	20190318	1114060500	을지로동	178055.27	105729.08	72326.19	36741.08	24779.32	11961.76	0.07	36.36	115.49	1624.1	5237.09	8335.13	9547.12	11871.4	10742.45	12481.44	10775.41	10183.7	9441.24	6655.68	8682.4	0	33.43	128.25	2349.14	8601.19	9527	8049.51	7200.28	6422.74	6787.95	5918.92	5346.02	4741.43	3172.77	4047.56
201903	20190319	1114060500	을지로동	188122.89	110012.85	78110.04	38668.9	25910.64	12758.26	2	28.34	137.36	1725.76	5240.51	8760.32	9927.94	12377.73	11159.96	13234.34	11011.33	10496.62	9906.16	6945.43	9059.05	0	27.07	176.92	2648.2	9498.15	10233.33	9031.24	7879.03	6704.32	7301.98	6101.6	5749.94	4996.78	3432.75	4328.73
201903	20190320	1114060500	을지로동	181787.54	106861.48	74926.06	36695.47	24662.76	12032.71	0.85	46.51	151.68	1851.28	4907.87	8393.03	9782.97	12063.94	11021.25	12955.67	10936.61	10087.06	9343.48	6663.86	8655.42	0.02	27.84	214.03	2719.67	8963.02	10184.93	8628.21	7412.13	6276.86	6811.31	6066.28	5589.05	4845.48	3114.49	4072.74
201903	20190321	1114060500	을지로동	175847.16	103266.13	72581.03	36284.17	24719.44	11564.73	1.75	36.31	138.94	1831.01	4846.49	7905.96	9200.9	11402.09	10527.84	12163.37	10700.34	9791.69	9387.34	6573.52	8758.58	2.2	42.63	158.87	2498.65	8896.29	9621.9	8168.15	7355.19	6346.77	6744.86	5847.72	5333.07	4686.02	3062.04	3816.67
201903	20190322	1114060500	을지로동	187657.67	109352.96	78304.71	37129.45	25014.33	12115.12	0.04	42.34	222.51	2017.31	5602.08	9155.98	10226.68	12123.88	11027.01	12966.22	10665.11	10289.47	9644.06	6789.67	8580.6	0.68	61.19	279.43	2964.17	9441.39	10857.59	9027.36	7937.31	6786.09	7105.19	6034.27	5694.92	5037.41	3054.44	4023.27
201903	20190323	1114060500	을지로동	134146.3	73542.02	60604.28	29666.37	19213.03	10453.34	4.22	152.35	619.63	2045.51	5239	8297.99	6890.32	6375.49	5051.78	6207.08	6509.31	6936.31	7180.02	5363.96	6669.05	6.58	236.53	818.04	2706.13	7862.06	9083.31	6470.44	4836.51	4078.76	4664.75	4603.04	4784.79	4342.86	2751.73	3358.75
201903	20190324	1114060500	을지로동	87273.84	46790.05	40483.79	19529.9	11744.54	7785.36	1.18	147.08	512.13	1719.77	4097.77	5613.61	4518.36	3751.93	3031.91	3696.69	3821.85	4133.23	4335.92	3043.43	4365.19	1.43	164.99	638.92	2282.89	5492.04	5781.13	3912.51	2982.81	2579.31	2990.45	2819.4	3052.55	2979.72	1981.37	2824.27
201903	20190325	1114060500	을지로동	177230.61	104598.89	72631.72	36425.84	24626.69	11799.15	0	22.06	165.72	1690.92	4663.17	8110.23	9473.71	11772.01	10825.1	12562.56	10574.6	10112.12	9468.34	6512.05	8646.3	0	25.26	216.73	2399.98	8569.31	9769.04	8322.68	7030.96	6548.85	6669.44	5784.74	5495.58	4655.84	3097.59	4045.72
201903	20190326	1114060500	을지로동	182791.07	107119.44	75671.63	37384.27	24915.03	12469.24	0.63	45.06	163.2	1751.95	4934.95	8738.43	9969.89	12118.48	11009.16	12720.55	10687.87	10064.24	9522.12	6738.98	8653.93	0.24	32.41	178.04	2503.72	8999.31	10332.41	8640.06	7517.47	6472.12	7004.99	6006.35	5515.27	4895.8	3225.34	4348.1
201903	20190327	1114060500	을지로동	183547.1	107600.63	75946.47	36926.98	24877.02	12049.96	0.57	43.21	142.5	1714.48	4973.32	8439.76	9887.95	12312.94	11108.32	13052.92	10911.24	10136.4	9413.37	6682.56	8781.09	0.01	35.14	208.04	2603.73	9198.05	10320.27	8799.65	7643.79	6417.28	7014.08	6056.59	5599.88	4807.56	3119.93	4122.47
201903	20190328	1114060500	을지로동	180767.87	106126.11	74641.76	37052.43	25109.59	11942.84	1.03	32.6	132.2	1796.13	5287.63	8356.91	9548.29	11761.07	10803.72	12478.15	10792.19	10026.6	9523.68	6803.12	8782.79	1.1	40.54	144.79	2622.54	9228.06	9984.03	8379.59	7442.6	6487.59	6914.36	5927.63	5526.09	4798.74	3168.01	3976.09
201903	20190329	1114060500	을지로동	183721.5	107426.72	76294.78	36127.08	24391.64	11735.44	0.09	35.92	186.68	1969.21	5437.18	8983.22	10040.71	12056.18	10900.91	12754.15	10661.78	10009.05	9523.79	6533.59	8334.26	1.03	43.08	231.6	2784.38	9189.53	10544.68	8862.25	7661.26	6662.41	7018.66	6031.75	5528.71	4855.53	3003.82	3876.09
201903	20190330	1114060500	을지로동	137571.49	75363.83	62207.66	30712.74	19768.54	10944.2	2.29	166.16	647.43	1995.9	5452.54	8484.92	7168	6331	5224.67	6330.41	6560.74	7231.23	7437.22	5471.33	6859.99	3.34	223.77	832.98	2682.01	8039.95	9261.82	6595.11	4992.19	4267.5	4805.48	4705.34	4853.97	4489.14	2922.36	3532.7
201903	20190331	1114060500	을지로동	88541.55	47800.37	40741.18	19665.26	11948.15	7717.11	0.91	138.17	529.59	1596.72	4078.7	5725.41	4600.53	3838.18	3165.88	3921.25	3989.62	4267.26	4458.4	3136.64	4353.11	0.87	156.95	638.17	2138.86	5530.32	5707.15	4046.84	3080.23	2648.52	3075.44	2904.22	3096.5	2932.15	2002.28	2782.68
201903	20190301	1114061500	신당동	101119.1	57541.8	43577.3	21249.89	14153.93	7095.96	2.4	162.09	746.57	1116.63	2880.23	5313.88	5261.77	6120.56	4918.7	5815.43	5408.26	5641.35	5892.94	4226.91	4034.08	1.09	214.23	897.05	1574.57	3926.19	4824.61	4375.4	4577.65	4045.13	4324.17	3887.56	3833.69	3148.62	1909.08	2038.26
201903	20190302	1114061500	신당동	84152.07	48986.19	35165.88	18791.22	12723.86	6067.36	2.3	123.84	604.84	1070.96	2780.6	4288.93	4471.29	4609.73	3849.74	4755.04	4727.46	4977.6	5127.74	3733.58	3862.54	0.38	175.89	800.71	1360.08	3494.61	4147.7	3343.73	3327.37	2985.32	3385.77	3084.76	2992.2	2575.45	1597.65	1894.26
201903	20190303	1114061500	신당동	71932.36	41723.55	30208.81	15053.98	10105.73	4948.25	0.9	104.18	496.67	883.04	2544.82	4245.65	4030.54	4272.62	3464.63	3663.22	3802.12	4109.43	4001.39	3049.42	3054.92	0	120.12	517.71	998.61	2992.87	3576.38	3167.63	3218.6	2582.94	2858.26	2688.76	2538.68	2194.56	1221.57	1532.12
201903	20190304	1114061500	신당동	123554.3	72651.67	50902.63	25136.58	17023.14	8113.44	0.02	55.1	119.63	1708.06	3425.16	5871.06	6763.66	8390.97	7141.29	7841	7392.13	6920.45	7158.61	4868.73	4995.8	0	45.63	156.56	1804.7	5162.2	5767.02	5377.52	5493.91	4606.26	5409.26	4574.44	4391.69	3632.05	2078.76	2402.63
201903	20190305	1114061500	신당동	124967.46	74146.52	50820.94	25702.54	17605.48	8097.06	0.74	33.6	141.92	1651.89	3383.47	5647.66	6647.35	8634.9	7668.93	8047.32	7555.93	7127.33	7261.12	5341.4	5002.96	0.43	39.79	126.13	1709.27	5003.16	5933.04	5427.17	5526.19	4969.88	5262.74	4561.17	4164.91	3623.64	2112.19	2361.23
201903	20190306	1114061500	신당동	122748.29	72554.25	50194.04	24755.4	16886.54	7868.86	1.3	30.9	118.23	1710.3	3337.4	5685.71	6640.61	8650.98	7381.97	8098.38	7239.72	6772.21	7106.95	4926.39	4853.2	0.2	42.32	115.08	1716.24	5332.12	5854.4	5460.73	5546.57	4713.89	5182.44	4298.31	4062.88	3498.86	1949.6	2420.4
